"Protokol_id";"Zakaznik_id";"Technik_id";"Zariadenie_id";"Praca_id";"Datum_prijatia";"Datum_odovzdania";"Stav_zariadenia";"Popis_prijmu";"Popis_vystupu";"Cena";"pouzite_diely_id"
"1426";"2003";"3003";"sg23";"9226";"2023-06-05";"2023-06-06";"nefunkčné nabíjanie";"Výmena PCB dosky.";"Nabíjanie obnovené.";"89.00";"8226"
"1427";"2001";"3001";"ip14pr";"9227";"2023-06-11";"2023-06-12";"poškodený displej po páde";"Výmena displeja.";"Všetko funkčné.";"169.00";"8227"
"1428";"2002";"3002";"ip15pm";"9228";"2023-06-16";"2023-06-17";"výrazne slabá batéria";"Výmena batérie ORIGINAL.";"Výdrž celkom obnovena.";"99.00";"8228"
"1429";"2003";"3003";"sg22u";"9229";"2023-06-22";"2023-06-23";"nenabíja, port je uvoľnený";"Výmena PCB.";"Funkčné.";"109.00";"8229"
"1430";"2001";"3001";"ip15";"9230";"2023-07-03";"2023-07-04";"používaný, prasknutý displej";"Výmena displeja.";"Test OK.";"159.00";"8230"
"1431";"2002";"3002";"ip14p";"9231";"2023-07-07";"2023-07-07";"slabá batéria";"Výmena batérie FP.";"Batéria funguje.";"79.00";"8231"
"1432";"2003";"3003";"sg23";"9232";"2023-07-13";"2023-07-14";"nefunkčné nabíjanie";"Výmena PCB modulu.";"Oprava úspešná.";"89.00";"8232"
"1433";"2001";"3001";"ip13";"9233";"2023-07-17";"2023-07-18";"prasknutý displej";"Výmena displeja.";"OK.";"139.00";"8233"
"1434";"2002";"3002";"ip15pm";"9234";"2023-07-22";"2023-07-23";"slabá batéria";"Výmena batérie.";"Úspešne.";"99.00";"8234"
"1435";"2003";"3003";"sg22";"9235";"2023-08-03";"2023-08-04";"nenabíja, port vypadáva";"Výmena PCB dosky.";"Funkčné.";"89.00";"8235"
"1436";"2001";"3001";"ip14pr";"9236";"2023-08-07";"2023-08-08";"puknutý displej";"Výmena displeja.";"Test úspešný.";"169.00";"8236"
"1437";"2002";"3002";"ip15p";"9237";"2023-08-10";"2023-08-11";"slabá batéria";"Výmena batérie.";"Všetko OK.";"79.00";"8237"
"1438";"2003";"3003";"sg23u";"9238";"2023-08-15";"2023-08-16";"nenabíja, prehriatie";"Výmena PCB ULTRA.";"V poriadku.";"109.00";"8238"
"1439";"2001";"3001";"ip15";"9239";"2023-08-22";"2023-08-23";"prasknutý displej";"Výmena displeja.";"Hotovo.";"149.00";"8239"
"1440";"2002";"3002";"ip13pm";"9240";"2023-09-03";"2023-09-04";"slabá batéria, zariadenie sa vypína";"Výmena batérie FP.";"Batéria drží.";"69.00";"8240"
"1441";"2003";"3003";"sg23";"9241";"2023-09-06";"2023-09-07";"nefunkčné nabíjanie";"Výmena PCB modulu.";"Oprava úspešná.";"89.00";"8241"
"1442";"2001";"3001";"ip14pr";"9242";"2023-09-09";"2023-09-10";"prasknuté sklo displeja";"Výmena displeja.";"Test OK.";"169.00";"8242"
"1443";"2002";"3002";"ip15p";"9243";"2023-09-15";"2023-09-16";"slabá batéria";"Výmena batérie.";"OK.";"79.00";"8243"
"1444";"2003";"3003";"sg22u";"9244";"2023-09-21";"2023-09-22";"nenabíja, port poškodený";"Výmena PCB.";"Nabíjanie funguje.";"109.00";"8244"
"1445";"2001";"3001";"ip15";"9245";"2023-10-02";"2023-10-03";"prasknutý displej po páde";"Výmena displeja Soft OLED.";"Hotovo.";"159.00";"8245"
"1446";"2002";"3002";"ip14p";"9246";"2023-10-07";"2023-10-07";"slabá batéria";"Výmena batérie FP.";"Batéria OK.";"79.00";"8246"
"1447";"2003";"3003";"sg23";"9247";"2023-10-11";"2023-10-12";"nefunkčné nabíjanie";"Výmena PCB.";"V poriadku.";"89.00";"8247"
"1448";"2001";"3001";"ip13";"9248";"2023-10-15";"2023-10-16";"puknutý displej";"Výmena displeja.";"Oprava hotová.";"139.00";"8248"
"1449";"2002";"3002";"ip15pm";"9249";"2023-10-21";"2023-10-22";"slabá batéria";"Výmena batérie.";"Hotovo.";"99.00";"8249"
"1450";"2003";"3003";"sg22";"9250";"2023-11-04";"2023-11-05";"nenabíja, port sa kýve";"Výmena PCB dosky.";"HOTOVÉ.";"89.00";"8250"
"1451";"2001";"3001";"ip14pr";"9251";"2023-11-08";"2023-11-09";"prasknutý displej";"Výmena displeja.";"OK.";"169.00";"8251"
"1452";"2002";"3002";"ip15p";"9252";"2023-11-13";"2023-11-14";"slabá batéria";"Výmena batérie.";"Výdrž obnovená.";"79.00";"8252"
"1453";"2003";"3003";"sg23u";"9253";"2023-11-19";"2023-11-20";"nenabíja, prehrieva sa";"Výmena PCB ULTRA.";"Funkčné.";"109.00";"8253"
"1454";"2001";"3001";"ip15";"9254";"2023-11-24";"2023-11-25";"prasknutý displej";"Výmena displeja.";"V poriadku.";"149.00";"8254"
"1455";"2002";"3002";"ip13pm";"9255";"2023-12-02";"2023-12-03";"slabá batéria";"Výmena batérie.";"OK.";"69.00";"8255"
"1456";"2003";"3003";"sg23";"9256";"2023-12-06";"2023-12-07";"nefunkčné nabíjanie";"Výmena PCB.";"Test OK.";"89.00";"8256"
"1457";"2001";"3001";"ip14p";"9257";"2023-12-10";"2023-12-11";"prasknutý displej";"Výmena displeja.";"Hotovo.";"159.00";"8257"
"1458";"2002";"3002";"ip15pm";"9258";"2023-12-15";"2023-12-16";"slabá batéria";"Výmena batérie.";"Hotovo.";"99.00";"8258"
"1459";"2003";"3003";"sg22u";"9259";"2023-12-21";"2023-12-22";"nenabíja, port poškodený";"Výmena PCB.";"OK.";"109.00";"8259"
"1460";"2001";"3001";"ip15";"9300";"2022-01-05";"2022-01-07";"používaný, prasknutý displej, škrabance po páde";"Zákazník žiada výmenu displeja v kvalite FixPremium.";"Displej vymenený, test kompletný a bez závad.";"139.00";"8300"
"1461";"2002";"3002";"ip14p";"9301";"2022-01-10";"2022-01-10";"slabá batéria, rýchle vybíjanie";"Výmena batérie ORIGINAL.";"Batéria úspešne vymenená.";"69.00";"8301"
"1462";"2003";"3003";"sg23";"9302";"2022-01-12";"2022-01-14";"nenabíja, port má vôľu";"Výmena nabíjacej PCB dosky.";"Nabíjanie funkčné.";"79.00";"8302"
"1463";"2001";"3001";"ip15pr";"9303";"2022-01-18";"2022-01-19";"puknutý displej v dolnej časti";"Výmena displeja SOFT OLED.";"FaceID funkčné, test OK.";"149.00";"8303"
"1464";"2002";"3002";"ip13";"9304";"2022-01-22";"2022-01-23";"veľmi slabá batéria";"Výmena batérie FP.";"Oprava hotová.";"59.00";"8304"
"1465";"2003";"3003";"sg22u";"9305";"2022-02-04";"2022-02-05";"poškodený konektor, mikrofón nefukčný";"Výmena PCB modulu.";"Test OK.";"89.00";"8305"
"1466";"2001";"3001";"ip14pr";"9306";"2022-02-08";"2022-02-08";"rozbitý displej";"Výmena displeja.";"Oprava úspešná.";"149.00";"8306"
"1467";"2002";"3002";"ip15pm";"9307";"2022-02-11";"2022-02-13";"slabá batéria, percentá skáču";"Výmena batérie ORIGINAL.";"Bateria stabilná.";"89.00";"8307"
"1468";"2003";"3003";"sg23u";"9308";"2022-02-17";"2022-02-18";"nenabíja, zahrievanie";"Výmena PCB ULTRA.";"Zariadenie funkčné.";"99.00";"8308"
"1469";"2001";"3001";"ip15";"9309";"2022-02-23";"2022-02-24";"prasknutý displej po páde";"Výmena displeja.";"Bez závad.";"139.00";"8309"
"1470";"2002";"3002";"ip13pm";"9310";"2022-03-03";"2022-03-04";"slabá batéria";"Výmena batérie FP.";"Test OK.";"59.00";"8310"
"1471";"2003";"3003";"sg22";"9311";"2022-03-06";"2022-03-07";"nenabíja, port vypadáva";"Výmena PCB.";"Opravené.";"79.00";"8311"
"1472";"2001";"3001";"ip14pr";"9312";"2022-03-11";"2022-03-12";"prasknutý displej";"Výmena displeja.";"Oprava úspešná.";"149.00";"8312"
"1473";"2002";"3002";"ip15p";"9313";"2022-03-14";"2022-03-15";"slabá batéria";"Výmena batérie.";"Hotovo.";"69.00";"8313"
"1474";"2003";"3003";"sg23";"9314";"2022-03-23";"2022-03-24";"nefunkčné nabíjanie";"Výmena PCB.";"Funkčné.";"79.00";"8314"
"1475";"2001";"3001";"ip15";"9315";"2022-04-02";"2022-04-03";"rozbitý displej";"Výmena displeja.";"Hotové.";"139.00";"8315"
"1476";"2002";"3002";"ip14p";"9316";"2022-04-06";"2022-04-06";"slabá batéria";"Výmena batérie.";"OK.";"69.00";"8316"
"1477";"2003";"3003";"sg23u";"9317";"2022-04-09";"2022-04-10";"nenabíja";"Výmena PCB.";"OK.";"99.00";"8317"
"1478";"2001";"3001";"ip13";"9318";"2022-04-17";"2022-04-18";"puknutý displej";"Výmena displeja.";"OK.";"129.00";"8318"
"1479";"2002";"3002";"ip15pm";"9319";"2022-04-22";"2022-04-24";"veľmi slabá batéria";"Výmena batérie.";"Test OK.";"89.00";"8319"
"1480";"2003";"3003";"sg22";"9320";"2022-05-03";"2022-05-04";"nenabíja, port uvoľnený";"Výmena nabíjacej PCB dosky.";"Oprava úspešná.";"79.00";"8320"
"1481";"2001";"3001";"ip14pr";"9321";"2022-05-06";"2022-05-07";"puknuté sklo displeja";"Výmena displeja.";"Displej vymenený, FaceID funkčné.";"149.00";"8321"
"1482";"2002";"3002";"ip15p";"9322";"2022-05-12";"2022-05-13";"slabá batéria";"Výmena batérie FP.";"Výdrž obnovená.";"69.00";"8322"
"1483";"2003";"3003";"sg23u";"9323";"2022-05-16";"2022-05-17";"nenabíja, prehrievanie";"Výmena PCB ULTRA.";"Test OK.";"99.00";"8323"
"1484";"2001";"3001";"ip15";"9324";"2022-05-22";"2022-05-23";"prasknutý displej po páde";"Výmena displeja Soft OLED.";"Funguje správne.";"129.00";"8324"
"1485";"2002";"3002";"ip13pm";"9325";"2022-06-02";"2022-06-03";"slabá batéria, náhodné vypínanie";"Výmena batérie FP.";"OK.";"59.00";"8325"
"1486";"2003";"3003";"sg23";"9326";"2022-06-05";"2022-06-06";"nefunkčné nabíjanie";"Výmena PCB dosky.";"Nabíjanie obnovené.";"79.00";"8326"
"1487";"2001";"3001";"ip14pr";"9327";"2022-06-11";"2022-06-12";"poškodený displej";"Výmena displeja.";"Všetko funkčné.";"149.00";"8327"
"1488";"2002";"3002";"ip15pm";"9328";"2022-06-16";"2022-06-17";"výrazne slabá batéria";"Výmena batérie ORIGINAL.";"Hotovo.";"89.00";"8328"
"1489";"2003";"3003";"sg22u";"9329";"2022-06-22";"2022-06-23";"nenabíja, port poškodený";"Výmena PCB.";"OK.";"99.00";"8329"
"1490";"2001";"3001";"ip15";"9330";"2022-07-03";"2022-07-04";"prasknutý displej";"Výmena displeja.";"Test OK.";"139.00";"8330"
"1491";"2002";"3002";"ip14p";"9331";"2022-07-07";"2022-07-07";"slabá batéria";"Výmena batérie.";"Batéria funguje.";"69.00";"8331"
"1492";"2003";"3003";"sg23";"9332";"2022-07-13";"2022-07-14";"nefunkčné nabíjanie";"Výmena PCB modulu.";"Oprava úspešná.";"79.00";"8332"
"1493";"2001";"3001";"ip13";"9333";"2022-07-17";"2022-07-18";"puknutý displej";"Výmena displeja.";"OK.";"119.00";"8333"
"1494";"2002";"3002";"ip15pm";"9334";"2022-07-22";"2022-07-23";"slabá batéria";"Výmena batérie.";"Úspešné.";"89.00";"8334"
"1495";"2003";"3003";"sg22";"9335";"2022-08-03";"2022-08-04";"nenabíja, port vypadáva";"Výmena PCB dosky.";"Funguje.";"79.00";"8335"
"1496";"2001";"3001";"ip14pr";"9336";"2022-08-07";"2022-08-08";"prasknutý displej";"Výmena displeja.";"Test OK.";"149.00";"8336"
"1497";"2002";"3002";"ip15p";"9337";"2022-08-10";"2022-08-11";"slabá batéria";"Výmena batérie.";"Hotovo.";"69.00";"8337"
"1498";"2003";"3003";"sg23u";"9338";"2022-08-15";"2022-08-16";"nenabíja, prehrieva sa";"Výmena PCB ULTRA.";"OK.";"99.00";"8338"
"1499";"2001";"3001";"ip15";"9339";"2022-08-22";"2022-08-23";"prasknutý displej po páde";"Výmena displeja.";"Hotovo.";"129.00";"8339"
"1500";"2002";"3002";"ip13pm";"9340";"2022-09-03";"2022-09-04";"slabá batéria";"Výmena batérie.";"Funguje.";"59.00";"8340"
"1501";"2003";"3003";"sg23";"9341";"2022-09-06";"2022-09-07";"nefunkčné nabíjanie";"Výmena PCB.";"OK.";"79.00";"8341"
"1502";"2001";"3001";"ip14pr";"9342";"2022-09-09";"2022-09-10";"prasknutý displej";"Výmena displeja.";"V poriadku.";"149.00";"8342"
"1503";"2002";"3002";"ip15p";"9343";"2022-09-15";"2022-09-16";"slabá batéria";"Výmena batérie.";"Obnovené.";"69.00";"8343"
"1504";"2003";"3003";"sg22u";"9344";"2022-09-21";"2022-09-22";"nenabíja, port poškodený";"Výmena PCB.";"OK.";"99.00";"8344"
"1505";"2001";"3001";"ip15";"9345";"2022-10-02";"2022-10-03";"prasknutý displej";"Výmena displeja.";"Hotovo.";"139.00";"8345"
"1506";"2002";"3002";"ip14p";"9346";"2022-10-07";"2022-10-07";"slabá batéria";"Výmena batérie.";"Funkčné.";"69.00";"8346"
"1507";"2003";"3003";"sg23";"9347";"2022-10-11";"2022-10-12";"nefunkčné nabíjanie";"Výmena PCB.";"OK.";"79.00";"8347"
"1508";"2001";"3001";"ip13";"9348";"2022-10-15";"2022-10-16";"prasknutý displej";"Výmena displeja.";"Test OK.";"119.00";"8348"
"1509";"2002";"3002";"ip15pm";"9349";"2022-10-21";"2022-10-22";"slabá batéria";"Výmena batérie.";"OK.";"89.00";"8349"
"1510";"2003";"3003";"sg22";"9350";"2022-11-04";"2022-11-05";"nenabíja, port sa kýve";"Výmena PCB dosky.";"Hotovo.";"79.00";"8350"
"1511";"2001";"3001";"ip14pr";"9351";"2022-11-08";"2022-11-09";"puknutý displej";"Výmena displeja.";"V poriadku.";"149.00";"8351"
"1512";"2002";"3002";"ip15p";"9352";"2022-11-13";"2022-11-14";"slabá batéria";"Výmena batérie.";"Funguje.";"69.00";"8352"
"1513";"2003";"3003";"sg23u";"9353";"2022-11-19";"2022-11-20";"nenabíja, prehrieva sa";"Výmena PCB ULTRA.";"OK.";"99.00";"8353"
"1514";"2001";"3001";"ip15";"9354";"2022-11-24";"2022-11-25";"prasknutý displej";"Výmena displeja.";"Úspešné.";"129.00";"8354"
"1515";"2002";"3002";"ip13pm";"9355";"2022-12-02";"2022-12-03";"slabá batéria";"Výmena batérie.";"OK.";"59.00";"8355"
"1516";"2003";"3003";"sg23";"9356";"2022-12-06";"2022-12-07";"nefunkčné nabíjanie";"Výmena PCB.";"Test OK.";"79.00";"8356"
"1517";"2001";"3001";"ip14p";"9357";"2022-12-10";"2022-12-11";"prasknutý displej";"Výmena displeja.";"Hotovo.";"139.00";"8357"
"1518";"2002";"3002";"ip15pm";"9358";"2022-12-15";"2022-12-16";"slabá batéria";"Výmena batérie.";"Hotovo.";"89.00";"8358"
"1519";"2003";"3003";"sg22u";"9359";"2022-12-21";"2022-12-22";"nenabíja, port poškodený";"Výmena PCB.";"OK.";"99.00";"8359"
"1520";"2001";"3001";"ip15";"9360";"2021-01-05";"2021-01-07";"používaný, prasknutý displej, viditeľné škrabance";"Zákazník žiada výmenu displeja FixPremium.";"Displej bol vymenený, test bez závad.";"129.00";"8360"
"1521";"2002";"3002";"ip14p";"9361";"2021-01-10";"2021-01-10";"slabá batéria, zariadenie sa rýchlo vybíja";"Výmena batérie ORIGINAL.";"Úspešne vymenené, všetko funkčné.";"59.00";"8361"
"1522";"2003";"3003";"sg23";"9362";"2021-01-12";"2021-01-14";"nenabíja, port má vôľu";"Výmena nabíjacej PCB dosky.";"Oprava vykonaná, nabíjanie funkčné.";"69.00";"8362"
"1523";"2001";"3001";"ip15pr";"9363";"2021-01-19";"2021-01-20";"displej prasknutý v rohu, dotyk občas vypadáva";"Výmena displeja Soft OLED.";"Displej vymenený, FaceID funkčné.";"139.00";"8363"
"1524";"2002";"3002";"ip13";"9364";"2021-01-23";"2021-01-24";"veľmi slabá batéria, telefón sa vypína pri 20 %";"Výmena batérie FP.";"Batéria funguje normálne.";"49.00";"8364"
"1525";"2003";"3003";"sg22u";"9365";"2021-02-04";"2021-02-05";"nefunkčný mikrofón, poškodený konektor nabíjania";"Výmena celého PCB modulu.";"Mikrofón aj nabíjanie fungujú správne.";"79.00";"8365"
"1526";"2001";"3001";"ip14pr";"9366";"2021-02-08";"2021-02-08";"rozbitý displej, fľaky na obraze";"Výmena displeja FixPremium.";"Displej vymenený, test OK.";"139.00";"8366"
"1527";"2002";"3002";"ip15pm";"9367";"2021-02-11";"2021-02-13";"slabá batéria, zariadenie sa náhle vypína";"Výmena batérie ORIGINAL.";"Po výmene drží nabitie správne.";"79.00";"8367"
"1528";"2003";"3003";"sg23u";"9368";"2021-02-18";"2021-02-19";"nenabíja, zariadenie sa prehrieva";"Výmena PCB dosky ULTRA modelu.";"Prehrievanie odstránené.";"89.00";"8368"
"1529";"2001";"3001";"ip15";"9369";"2021-02-24";"2021-02-25";"prasknutý displej po páde";"Výmena displeja Soft OLED.";"Oprava úspešná, všetko funkčné.";"129.00";"8369"
"1530";"2002";"3002";"ip13pm";"9370";"2021-03-03";"2021-03-04";"výrazne slabá batéria, náhodné vypínanie";"Výmena batérie FixPremium.";"Zariadenie funguje stabilne.";"49.00";"8370"
"1531";"2003";"3003";"sg22";"9371";"2021-03-06";"2021-03-07";"nenabíja, konektor sa hýbe";"Výmena nabíjacej PCB dosky.";"Nabíjanie plne funkčné.";"69.00";"8371"
"1532";"2001";"3001";"ip14pr";"9372";"2021-03-11";"2021-03-12";"rozbitý displej, čiastočne nefunkčný touch";"Výmena displeja Soft OLED.";"Touch reaguje správne.";"139.00";"8372"
"1533";"2002";"3002";"ip15p";"9373";"2021-03-14";"2021-03-15";"batéria vydrží len pár hodín";"Výmena batérie FP.";"Výdrž výrazne lepšia.";"59.00";"8373"
"1534";"2003";"3003";"sg23";"9374";"2021-03-23";"2021-03-24";"nefunkčné nabíjanie, zariadenie sa prehrieva pri pripojení";"Výmena nabíjacej PCB dosky.";"Po výmene sa nenahrieva.";"69.00";"8374"
"1535";"2001";"3001";"ip15";"9375";"2021-04-02";"2021-04-03";"prasknutý displej, horizontálne čiary na obraze";"Výmena displeja Soft OLED.";"Obraz aj dotyk plne funkčné.";"129.00";"8375"
"1536";"2002";"3002";"ip14p";"9376";"2021-04-06";"2021-04-06";"slabá batéria, rýchly pokles percent";"Výmena batérie ORIGINAL.";"Výdrž opäť normálna.";"59.00";"8376"
"1537";"2003";"3003";"sg23u";"9377";"2021-04-09";"2021-04-10";"nenabíja, zariadenie nereaguje na kábel";"Výmena nabíjacej PCB dosky – Ultra model.";"Po výmene nabíja bez problémov.";"89.00";"8377"
"1538";"2001";"3001";"ip13";"9378";"2021-04-17";"2021-04-18";"rozbitý displej, touch nefunguje v spodnej časti";"Výmena displeja FixPremium.";"Všetko funguje na 100 %.";"119.00";"8378"
"1539";"2002";"3002";"ip15pm";"9379";"2021-04-22";"2021-04-23";"slabá batéria, kapacita pod 70 %";"Výmena batérie ORIGINAL.";"Zákazník spokojný, zariadenie stabilné.";"79.00";"8379"
"1540";"2003";"3003";"sg22";"9380";"2021-05-03";"2021-05-04";"nenabíja, konektor má vôľu, občas vypadáva";"Výmena nabíjacej PCB dosky.";"Port drží pevne, nabíjanie stabilné.";"69.00";"8380"
"1541";"2001";"3001";"ip14pr";"9381";"2021-05-06";"2021-05-07";"prasknutý displej po páde, nefunguje horná časť dotyku";"Výmena displeja Soft OLED.";"Dotyk aj FaceID fungujú správne.";"129.00";"8381"
"1542";"2002";"3002";"ip15p";"9382";"2021-05-12";"2021-05-13";"výrazne slabá batéria, výdrž pár hodín";"Výmena batérie FixPremium.";"Výdrž obnovena.";"59.00";"8382"
"1543";"2003";"3003";"sg23u";"9383";"2021-05-16";"2021-05-17";"poškodený nabíjací modul, zariadenie sa prehrieva";"Výmena PCB modulu Ultra.";"Prehrievanie odstránené.";"89.00";"8383"
"1544";"2001";"3001";"ip15";"9384";"2021-05-22";"2021-05-23";"rozbitý displej, sklo úplne odlomené";"Výmena displeja Soft OLED.";"Oprava prebehla úspešne.";"129.00";"8384"
"1545";"2002";"3002";"ip13pm";"9385";"2021-06-02";"2021-06-03";"slabá batéria, rýchle vypínanie pri 15–20 %";"Výmena batérie FixPremium.";"Telefón sa už nevypína, batéria drží.";"49.00";"8385"
"1546";"2003";"3003";"sg23";"9386";"2021-06-05";"2021-06-06";"nenabíja, port má vôľu a občas stráca kontakt";"Výmena nabíjacej PCB dosky.";"Nabíjanie funguje stabilne.";"69.00";"8386"
"1547";"2001";"3001";"ip14pr";"9387";"2021-06-11";"2021-06-12";"prasknutý displej, touch reaguje len čiastočne";"Výmena displeja Soft OLED.";"Displej aj dotyk fungujú správne.";"129.00";"8387"
"1548";"2002";"3002";"ip15pm";"9388";"2021-06-17";"2021-06-18";"výrazne slabá batéria, kapacita veľmi nízka";"Výmena batérie ORIGINAL.";"Výdrž sa výrazne zlepšila.";"79.00";"8388"
"1549";"2003";"3003";"sg22u";"9389";"2021-06-22";"2021-06-23";"nefunkčné nabíjanie, zariadenie sa prehrieva v spodnej časti";"Výmena PCB dosky – Ultra model.";"Prehrievanie a problémy s portom odstránené.";"89.00";"8389"
"1550";"2001";"3001";"ip15";"9390";"2021-07-03";"2021-07-04";"prasknutý displej, poškodené sklo po náraze";"Výmena displeja Soft OLED.";"Telefón plne funkčný, obraz bez chýb.";"129.00";"8390"
"1551";"2002";"3002";"ip14p";"9391";"2021-07-07";"2021-07-07";"slabá batéria, neudrží nabitie počas dňa";"Výmena batérie ORIGINAL.";"Výdrž batérie sa výrazne zlepšila.";"59.00";"8391"
"1552";"2003";"3003";"sg23";"9392";"2021-07-13";"2021-07-14";"nenabíja, zariadenie občas deteguje kábel";"Výmena nabíjacej PCB dosky.";"Po výmene nabíja bez prerušenia.";"69.00";"8392"
"1553";"2001";"3001";"ip13";"9393";"2021-07-17";"2021-07-18";"rozbitý displej, nefunkčná dotyková vrstva";"Výmena displeja FixPremium.";"Dotyk aj obraz opäť plne funkčné.";"119.00";"8393"
"1554";"2002";"3002";"ip15pm";"9394";"2021-07-22";"2021-07-23";"slabá batéria, výrazný pokles kapacity pod 75 %";"Výmena batérie ORIGINAL.";"Batéria má stabilnú výdrž.";"79.00";"8394"
"1555";"2003";"3003";"sg22";"9395";"2021-08-03";"2021-08-04";"nenabíja, port sa kýve, zariadenie má prerušované nabíjanie";"Výmena nabíjacej PCB dosky.";"Po výmene nabíjanie stabilné.";"69.00";"8395"
"1556";"2001";"3001";"ip14pr";"9396";"2021-08-07";"2021-08-08";"prasknutý displej, čiastočne nefunkčná dotyková vrstva";"Výmena displeja Soft OLED.";"Zariadenie plne funkčné, dotyk reaguje správne.";"129.00";"8396"
"1557";"2002";"3002";"ip15p";"9397";"2021-08-10";"2021-08-11";"výrazne slabá batéria, rýchle vybíjanie";"Výmena batérie FixPremium.";"Výdrž batérie obnovená.";"59.00";"8397"
"1558";"2003";"3003";"sg23u";"9398";"2021-08-15";"2021-08-16";"nenabíja, silné prehrievanie počas záťaže";"Výmena nabíjacej PCB dosky – Ultra.";"Prehrievanie odstránené, nabíjanie funkčné.";"89.00";"8398"
"1559";"2001";"3001";"ip15";"9399";"2021-08-22";"2021-08-23";"rozbitý displej po páde, nefunkčný spodný touch";"Výmena displeja Soft OLED.";"Touch aj obraz opäť plne funkčné.";"129.00";"8399"
"1560";"2002";"3002";"ip13pm";"9400";"2021-09-03";"2021-09-04";"slabá batéria, zariadenie sa vypína pri 30 %";"Výmena batérie FixPremium.";"Po výmene funguje stabilne.";"49.00";"8400"
"1561";"2003";"3003";"sg23";"9401";"2021-09-06";"2021-09-07";"nenabíja, poškodený port, zariadenie prerušuje nabíjanie";"Výmena nabíjacej PCB dosky.";"Nabíja bez prerušení.";"69.00";"8401"
"1562";"2001";"3001";"ip14pr";"9402";"2021-09-10";"2021-09-11";"prasknutý displej, vertikálne čiary na obraze";"Výmena displeja Soft OLED.";"Obraz čistý, FaceID funkčné.";"129.00";"8402"
"1563";"2002";"3002";"ip15p";"9403";"2021-09-15";"2021-09-16";"výrazné prehrievanie, batéria rýchlo klesá";"Výmena batérie FP.";"Teploty aj výdrž sa stabilizovali.";"59.00";"8403"
"1564";"2003";"3003";"sg22u";"9404";"2021-09-21";"2021-09-22";"nenabíja, zariadenie nereaguje na pripojenie";"Výmena PCB modulu Ultra.";"Plne funkčné.";"89.00";"8404"
"1565";"2001";"3001";"ip15";"9405";"2021-10-02";"2021-10-03";"rozbitý displej, popraskané sklo po páde";"Výmena displeja Soft OLED.";"Displej funkčný, zariadenie otestované.";"129.00";"8405"
"1566";"2002";"3002";"ip14p";"9406";"2021-10-07";"2021-10-07";"slabá batéria – rýchly pokles percent aj pri nízkej záťaži";"Výmena batérie ORIGINAL.";"Výdrž batérie výrazne lepšia.";"59.00";"8406"
"1567";"2003";"3003";"sg23";"9407";"2021-10-11";"2021-10-12";"nefunkčné nabíjanie, port znečistený a poškodený";"Výmena nabíjacej PCB dosky.";"Po výmene nabíja bez problémov.";"69.00";"8407"
"1568";"2001";"3001";"ip13";"9408";"2021-10-15";"2021-10-16";"prasknutý displej, dotyk úplne nefunkčný v hornej časti";"Výmena displeja FixPremium.";"Telefón plne funkčný.";"119.00";"8408"
"1569";"2002";"3002";"ip15pm";"9409";"2021-10-21";"2021-10-22";"batéria nevydrží ani pol dňa, kapacita nízka";"Výmena batérie ORIGINAL.";"Výdrž batérie obnovena.";"79.00";"8409"
"1570";"2003";"3003";"sg22";"9410";"2021-11-04";"2021-11-05";"nenabíja, port má vôľu a často prerušuje nabíjanie";"Výmena nabíjacej PCB dosky.";"Po výmene nabíja stabilne.";"69.00";"8410"
"1571";"2001";"3001";"ip14pr";"9411";"2021-11-08";"2021-11-09";"prasknutý displej, touch reaguje len čiastočne";"Výmena displeja Soft OLED.";"Displej aj FaceID plne funkčné.";"129.00";"8411"
"1572";"2002";"3002";"ip15p";"9412";"2021-11-13";"2021-11-14";"výrazne slabá batéria, rýchle vybíjanie počas dňa";"Výmena batérie FixPremium.";"Výdrž batérie stabilná.";"59.00";"8412"
"1573";"2003";"3003";"sg23u";"9413";"2021-11-19";"2021-11-20";"zariadenie sa prehrieva a nenabíja správne";"Výmena PCB dosky – Ultra model.";"Po výmene bez prehrievania.";"89.00";"8413"
"1574";"2001";"3001";"ip15";"9414";"2021-11-24";"2021-11-25";"rozbitý displej, obraz blikanie pri zapnutí";"Výmena displeja Soft OLED.";"Blikanie odstránené, telefón funkčný.";"129.00";"8414"
"1575";"2002";"3002";"ip13pm";"9415";"2021-12-02";"2021-12-03";"slabá batéria, rýchle vybíjanie aj pri nízkej záťaži";"Výmena batérie FixPremium.";"Batéria drží normálne.";"49.00";"8415"
"1576";"2003";"3003";"sg23";"9416";"2021-12-06";"2021-12-07";"nefunkčné nabíjanie, konektor poškodeny a znečistený";"Výmena nabíjacej PCB dosky.";"Po oprave nabíja stabilne.";"69.00";"8416"
"1577";"2001";"3001";"ip14p";"9417";"2021-12-10";"2021-12-11";"prasknutý displej, touch nefunguje na krajoch";"Výmena displeja Soft OLED.";"Zariadenie funguje bez problémov.";"119.00";"8417"
"1578";"2002";"3002";"ip15pm";"9418";"2021-12-15";"2021-12-16";"veľmi slabá batéria, výrazný pokles kapacity";"Výmena batérie ORIGINAL.";"Výdrž batérie obnovená.";"79.00";"8418"
"1579";"2003";"3003";"sg22u";"9419";"2021-12-21";"2021-12-22";"nenabíja, zariadenie sa pri nabíjaní prehrieva";"Výmena PCB dosky – Ultra model.";"Nabíja bez prehrievania.";"89.00";"8419"
